,Host,CID_Host,Guest,CID_Guest,pH,T,DeltaG,Erreur,K,logK,Reference,Original_Value,IsomericSMILES,IsomericSMILES_Host,TPSA,MolecularWeight,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,HeavyAtomCount,MolLogP,AromaticProportion,TPSA_Host,MolecularWeight_Host,Complexity_Host,Charge_Host,HBondDonorCount_Host,HBondAcceptorCount_Host,HeavyAtomCount_Host,iso2vec-0,iso2vec-1,iso2vec-2,iso2vec-3,iso2vec-4,iso2vec-5,iso2vec-6,iso2vec-7,iso2vec-8,iso2vec-9,iso2vec-host-0,iso2vec-host-1,iso2vec-host-2,iso2vec-host-3,iso2vec-host-4,iso2vec-host-5,iso2vec-host-6,iso2vec-host-7,iso2vec-host-8,iso2vec-host-9
899,alpha-cyclodextrin,444913,4-n-butylphenol,15420,7.0,298.0,-18.61,0.0,1829,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCCC1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,150.22099999999998,200.61769139965662,0,1,1,11,2.734800000000001,0.5454545454545454,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.25286266,-1.3083344,-0.8429182,1.8897064,-0.01665923,-0.09247169,0.025236344,0.7624614,1.242213,-0.35821494,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
900,beta-cyclodextrin,444041,3-tert-butylphenol,11450,7.0,298.0,-25.18,0.0,25931,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CC(C)(C)C1=CC=CC(O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,150.22099999999998,245.29484428381983,0,1,1,11,2.689700000000001,0.5454545454545454,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.35070935,-1.2950109,-1.1487137,1.2066588,-0.23021615,-0.63266486,-0.16551417,0.73916656,0.5399577,-0.32469252,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
901,alpha-cyclodextrin,444913,3-n-butylphenol,19994,7.0,298.0,-16.56,0.0,799,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCCC1=CC=CC(O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,150.22099999999998,217.8676913996566,0,1,1,11,2.734800000000001,0.5454545454545454,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.1559972,-1.2043244,-0.9448202,1.9027834,-0.0443727,-0.18880397,-0.056568705,0.64484197,1.1191587,-0.35408768,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
902,alpha-cyclodextrin,444913,4-tert-butylphenol,7393,7.0,298.0,-10.96,0.0,83,," Connors, K. A. Population characteristics of cyclodextrin complexstabilities in aqueous solution. J. Pharm. Sci. 1995, 84, 843-848.",DeltaG,CC(C)(C)C1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,150.22099999999998,228.04484428381983,0,1,1,11,2.689700000000001,0.5454545454545454,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.43077078,-1.3790879,-1.067167,1.194638,-0.20722397,-0.55531067,-0.10070082,0.8344645,0.6388135,-0.32925084,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
903,alpha-cyclodextrin,444913,4-n-amylphenol,26975,7.0,298.0,-19.18,0.0,2302,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCCCC1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,164.248,212.9506512031586,0,1,1,12,3.124900000000002,0.5,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.20390032,-1.1975093,-0.82394284,1.932675,0.13234478,-0.022137513,0.12635578,0.8497488,1.4206893,-0.32864606,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
904,alpha-cyclodextrin,444913,3-n-butylphenyl acetate,44589477,7.0,298.0,-16.27,0.0,711,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCCC1=CC=CC(OC(C)=O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.3,192.25799999999995,304.9449683597644,0,0,2,14,2.9545000000000012,0.42857142857142855,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.19105762,-1.0295653,-0.76148653,1.4349947,0.17408311,-0.25805563,0.007902879,0.6562557,1.0069344,-0.29761142,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
905,beta-cyclodextrin,444041,4-n-propylphenyl acetate,3017292,7.0,298.0,-17.98,0.0,1418,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCC1=CC=C(OC(C)=O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.3,178.23099999999997,274.64668245876646,0,0,2,13,2.564400000000001,0.46153846153846156,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.24249992,-1.2051467,-0.72061425,1.3848314,0.06546009,-0.24023433,-0.085620694,0.6256304,0.93786585,-0.31699052,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
906,alpha-cyclodextrin,444913,3-n-propylphenyl acetate,44589271,7.0,298.0,-13.82,0.0,265,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCC1=CC=CC(OC(C)=O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.3,178.23099999999997,291.8966824587665,0,0,2,13,2.564400000000001,0.46153846153846156,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.22369203,-1.1158494,-0.75910056,1.3847787,0.060912587,-0.30263764,-0.087946184,0.5529071,0.8485943,-0.32025185,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
907,beta-cyclodextrin,444041,3-n-propylphenyl acetate,44589271,7.0,298.0,-18.72,0.0,1912,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCC1=CC=CC(OC(C)=O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.3,178.23099999999997,291.8966824587665,0,0,2,13,2.564400000000001,0.46153846153846156,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.22369203,-1.1158494,-0.75910056,1.3847787,0.060912587,-0.30263764,-0.087946184,0.5529071,0.8485943,-0.32025185,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
909,beta-cyclodextrin,444041,4-isopropylphenyl acetate,75872,7.0,298.0,-16.44,0.0,762,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CC(=O)OC1=CC=C(C(C)C)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.3,178.231,285.4635179904358,0,0,2,13,2.7353000000000014,0.46153846153846156,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.60554945,-1.0914298,-0.5566012,1.1366292,0.10700685,-0.3805638,0.05774829,0.7920006,0.84466344,-0.09463905,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
910,beta-cyclodextrin,444041,diethylamine,8021,7.0,298.0,-7.77,0.0,23,," Park, J. H.; Nah, T. H. Binding forces contributing to the complexationof organic molecules with (cid:226)-cyclodextrin in aqueous solution. J. Chem.",DeltaG,CCNCC,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,12.03,73.139,11.119415478763749,0,1,1,5,0.6157999999999999,0.0,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,-0.11261927,-0.029682057,-0.624371,0.9052115,0.6269596,-0.6274678,0.28762043,0.5267843,0.37596473,-0.23278302,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
911,beta-cyclodextrin,444041,"1,4-diiodobenzene",12208,7.0,298.0,-18.12,0.0,1501,," Liu, L.; Guo, Q.-X. Wavelet neural network and its application to the inclusion of (cid:226)-cyclodextrin with benzene derivatives. J. Chem. Inf. Comput. Sci. 1999, 39, 133-138.",DeltaG,IC1=CC=C(I)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.0,329.906,145.38833891467198,0,0,0,8,2.8958000000000013,0.75,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.2408871,-1.700971,-0.55001926,1.0770062,-0.5239736,-0.45117033,-0.78407174,0.13192883,0.31454176,-0.086735,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
912,beta-cyclodextrin,444041,3-fluorophenol,9743,7.0,298.0,-9.7,0.0,50,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,OC1=CC=CC(F)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,112.103,168.38833891467198,0,1,1,8,1.5312999999999999,0.75,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.40037352,-1.791572,-0.3483376,1.1935468,-0.45842707,-0.44528788,-0.7906908,-0.046521496,0.3170493,-0.18244497,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
913,beta-cyclodextrin,444041,4-n-amylphenol,26975,7.0,298.0,-23.92,0.0,15594,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCCCCC1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,164.248,212.9506512031586,0,1,1,12,3.124900000000002,0.5,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.20390032,-1.1975093,-0.82394284,1.932675,0.13234478,-0.022137513,0.12635578,0.8497488,1.4206893,-0.32864606,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
914,beta-cyclodextrin,444041,4-tert-amylphenol,6643,7.0,298.0,-26.83,0.0,50471,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCC(C)(C)C1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,164.248,246.21155198252438,0,1,1,12,3.0798000000000014,0.5,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.36045033,-1.276254,-1.0679535,1.2627503,-0.05142646,-0.49086073,0.023906346,0.8723734,0.7728269,-0.31966397,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
915,beta-cyclodextrin,444041,aniline,6115,7.0,298.0,-9.13,0.0,40,," Park, J. H.; Nah, T. H. Binding forces contributing to the complexationof organic molecules with (cid:226)-cyclodextrin in aqueous solution. J. Chem.",DeltaG,NC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,26.02,93.12899999999999,134.10736969541455,0,1,1,7,1.2688000000000001,0.8571428571428571,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.10332017,-2.5786052,-0.58708686,1.3718766,-0.5754865,-0.54824716,-1.0101153,0.24062207,0.6072664,0.2317379,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
916,beta-cyclodextrin,444041,pentobarbital,4737,7.0,298.0,-17.22,0.0,1044,," Klein, C. Th.; Polheim, D.; Viernstein, H.; Wolschann, P. A methodfor predicting the free energies of complexation between (cid:226)-cyclodextrin and guest molecules. J. Incl. Phenom. Macro. Chem. 2000, 36, 409- 423.",DeltaG,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,75.27000000000001,226.276,305.19136469282626,0,2,3,16,1.1849999999999998,0.0,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.24045078,0.035596795,-0.5227152,0.85755837,0.6949099,0.07835268,0.62155557,0.7079238,0.905107,0.105160505,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
917,beta-cyclodextrin,444041,3-methyl-3-pentanol,6493,7.0,298.0,-12.27,0.0,142,," Matsui, Y.; Nishioka, T.; Fujita, T. Quantitative structure-reactivityanalysis of the inclusion mechanism by cyclodextrins. Topics Curr. Chem. 1985, 128, 61-89.",DeltaG,CCC(C)(O)CC,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,102.17699999999998,42.14170945007629,0,1,1,7,1.5574,0.0,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.29681975,-0.15766963,-1.3954293,1.1706429,0.5085775,-0.6333721,0.81273156,1.0553888,1.041144,-0.5019985,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
918,beta-cyclodextrin,444041,benzonitril,7505,7.0,298.0,-12.74,0.0,171,," Liu, L.; Guo, Q.-X. Wavelet neural network and its application to the inclusion of (cid:226)-cyclodextrin with benzene derivatives. J. Chem. Inf. Comput. Sci. 1999, 39, 133-138.",DeltaG,N#CC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,23.79,103.12399999999997,195.37685258695325,0,0,1,8,1.5582799999999999,0.75,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.30469278,-2.0892355,-0.66345745,1.4891306,-0.6571647,-0.5573592,-0.93051755,-0.3653975,0.42504078,-0.23268276,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
919,beta-cyclodextrin,444041,benzothiazole,7222,7.0,298.0,-13.59,0.0,241,," Carpignano, R.; Marzona, M.; Cattaneo, E.; Quaranta, S. QSAR studyof inclusion complexes of heterocyclic compounds with (cid:226)-cyclodextrin. Anal. Chim. Acta 1997, 348, 489-493.",DeltaG,C1=CC=C2SC=NC2=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,12.89,135.191,282.89393676634353,0,0,2,9,2.2962999999999996,1.0,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.018511372,-1.4085908,-0.23959947,0.73341155,-0.46380916,-0.54958993,-0.7164251,-0.23245814,0.13919334,0.28863364,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
920,beta-cyclodextrin,444041,benzyl chloride,7503,7.0,298.0,-13.95,0.0,279,," Liu, L.; Guo, Q.-X. Wavelet neural network and its application to the inclusion of (cid:226)-cyclodextrin with benzene derivatives. J. Chem. Inf. Comput. Sci. 1999, 39, 133-138.",DeltaG,ClCC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.0,126.58599999999996,145.73281445033504,0,0,0,8,2.4254000000000007,0.75,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.20599952,-1.9734488,-0.5310518,1.3390132,-0.5689993,-0.38570422,-0.8938437,0.026551126,0.4518507,-0.10248093,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
921,beta-cyclodextrin,444041,n-methylaniline,7515,7.0,298.0,-12.07,0.0,131,," Liu, L.; Guo, Q.-X. Wavelet neural network and its application to the inclusion of (cid:226)-cyclodextrin with benzene derivatives. J. Chem. Inf. Comput. Sci. 1999, 39, 133-138.",DeltaG,CNC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,12.03,107.15599999999998,145.73281445033504,0,1,1,8,1.7283,0.75,554.0500000000002,1134.9870000000014,1467.0881468264465,0,21,35,77,0.19446597,-2.2621803,-0.48757333,1.2802432,-0.4889387,-0.53847533,-0.8763352,0.18873283,0.53205955,0.15264712,0.2626255,0.86445445,0.30033317,-0.0630008,0.331219,0.1535622,0.6121073,-0.28027764,-0.22844948,-0.048584875
